show_id,type,show_title,director,cast,release_year,rating,duration,genres,country,synopsis,show_newid,genres_merged,cumulative_top_10
s4218,Movie,Monty Python and the Holy Grail,"Terry Gilliam, Terry Jones","Graham Chapman, John Cleese, Eric Idle, Terry Gilliam, Terry Jones, Michael Palin, Connie Booth, Carol Cleveland, Neil Innes",1975,PG,92 min,"Action & Adventure, Classic Movies, Comedies",United Kingdom,The Monty Python comedy clan skewers King Arthur and his Knights of the Round Table as they quest far and wide for the Holy Grail.,s_0068,"Action & Adventure, Comedies, Classic Movies",
s1818,Movie,Beirut Oh Beirut,Maroun Baghdadi,"Ezzat El Alaily, Mireille Maalouf, Joseph Bou Nassar, Elie Adabachi, Philippe Akiki, Ahmed Al Zein",1975,TV-14,106 min,"Classic Movies, Dramas, International Movies",Lebanon,"In the aftermath of the 1967 Arab-Israeli War, four young Lebanese navigate their existence along rapidly transforming political lines.",s_0069,"Dramas, International Movies, Classic Movies",
s8307,Movie,The Flying Guillotine,Meng Hua Ho,"Kuan Tai Chen, Feng Ku, Hung Wei, Wu Chi Liu, Yang Chiang",1975,TV-MA,101 min,"Action & Adventure, Dramas, International Movies",Hong Kong,"In Qing-dynasty China, the emperor commands that a weapon be invented to kill at a distance without a trace. Then he orders it used on its wielders.",s_0070,"Action & Adventure, International Movies, Dramas",
s5550,Movie,Salaakhen,A. Salaam,"Shashi Kapoor, Sulakshana Pandit, Mehmood, Sudhir, Anjana Mumtaz, Sajjan, M. Rajan, Mac Mohan, Amrish Puri, Ramesh Deo",1975,TV-14,134 min,"Action & Adventure, International Movies, Music & Musicals",India,"Two close childhood friends take drastically different paths in life, but meet by chance years later and fall in love, unaware of their past bond.",s_0071,"Action & Adventure, International Movies, Music & Musicals",
s7008,Movie,Hotel Pacific,Janusz Majewski,"Marek Kondrat, Roman Wilhelmi, Roman Skamene, Čestmír Řanda, Michał Pawlicki, Martin Hron, Stanisława Celińska, Joanna Kasperska, Jaroslava Schallerová",1975,TV-MA,96 min,"Classic Movies, Dramas, International Movies","Poland,",A motivated teen strives to rise from dishwasher to waiter at a luxury hotel only to tread in the abusive tide of its workplace hierarchy.,s_0072,"Dramas, International Movies, Classic Movies",
s8064,Movie,Sparkle,Sam O'Steen,"Tony King, Mary Alice, Irene Cara, Dorian Harewood, Paul Lambert, Beatrice Winde, Lonette McKee",1976,PG,98 min,"Dramas, Music & Musicals",United States,"In 1950s Harlem, three singing sisters hit the big time and end up losing one another in this musical melodrama inspired by the Supremes.",s_0073,"Dramas, Music & Musicals",
s6961,Movie,Hera Pheri,Prakash Mehra,"Amitabh Bachchan, Vinod Khanna, Saira Banu, Sulakshana Pandit, Shreeram Lagoo, Pinchoo Kapoor, P. Jairaj, Yunus Parvez",1976,TV-14,156 min,"Action & Adventure, Comedies, Dramas",India,The bond between two crooks and best friends is threatened when one learns that the other's father had a hand in his own tragic past.,s_0074,"Action & Adventure, Comedies, Dramas",
s7880,Movie,Rocky,John G. Avildsen,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith, Thayer David, Joe Spinell, Jimmy Gambina, Bill Baldwin",1976,PG,120 min,"Action & Adventure, Classic Movies, Dramas",United States,"Sylvester Stallone shot to fame as Rocky Balboa, an unknown fighter who's given a shot at fighting world champ Apollo Creed as a publicity stunt.",s_0075,"Action & Adventure, Classic Movies, Dramas",
s2493,Movie,The Witness Who Didn't See Anything,"Muhammad Fadl, Hany Motawie","Adel Imam, Nahed Gabr, Omar El-Hariri, Nazim Sharawy, Badr Nofal, Saeed Tarabeek, Hala Fakher, Samir Waley Eldein, Sami Gawhar, Shawqi Shamekh, Nasr Seif",1976,TV-PG,157 min,"Comedies, International Movies",Egypt,"Pressured by cops into testifying as an eyewitness to a neighbor's murder, a children's TV host takes on a new persona after the trial.",s_0076,"Comedies, International Movies",
s7331,Movie,Logan's Run,Michael Anderson,"Michael York, Richard Jordan, Farrah Fawcett, Jenny Agutter, Peter Ustinov, Roscoe Lee Browne, Randolph Roberts, Gary Morgan, Greg Lewis",1976,PG,118 min,"Action & Adventure, Classic Movies, Cult Movies",United States,"In the 23rd century, inhabitants of a domed city exist in a world filled with life's pleasures – but no one is allowed to live past the age of 30.",s_0077,"Action & Adventure, Cult Movies, Classic Movies",
s530,Movie,Return of the Prodigal Son,Youssef Chahine,"Majida El Roumi, Souheir El Morshidy, Shoukry Sarhan, Huda Sultan, Mahmoud El Meleigy, Ahmad Mehrez, Hesham Selim",1976,TV-MA,124 min,"Dramas, International Movies",Egypt,"Freed after spending 12 years in jail, a man's homecoming turns into a dark affair as his disillusion clashes with his family's expectations.",s_0078,"Dramas, International Movies",
s6424,Movie,Carrie,Brian De Palma,"Sissy Spacek, Piper Laurie, Amy Irving, William Katt, John Travolta, Nancy Allen, Betty Buckley, P.J. Soles, Priscilla Pointer, Sydney Lassick, Stefan Gierasch, Michael Talbott, Doug Cox, Harry Gold, Noelle North",1976,R,98 min,"Classic Movies, Cult Movies, Horror Movies",United States,"An outcast teen with telekinetic ability lashes out with her deadly power when the high school ""in crowd"" torments her with a sick joke at the prom.",s_0079,"Horror Movies, Cult Movies, Classic Movies",
s820,Movie,The Outlaw Josey Wales,Clint Eastwood,"Clint Eastwood, Sondra Locke, Chief Dan George, Bill McKinney, John Vernon, Paula Trueman, Sam Bottoms, Geraldine Keams, Woodrow Parfrey, Joyce Jameson",1976,PG,136 min,"Action & Adventure, Classic Movies",United States,"In this gritty Oscar-nominated Western, an ex-Confederate soldier on the run comes to rest in a quiet community, where he falls for a pretty settler.",s_0080,"Action & Adventure, Classic Movies",
s6031,Movie,A Bridge Too Far,Richard Attenborough,"Dirk Bogarde, James Caan, Michael Caine, Sean Connery, Edward Fox, Elliott Gould, Gene Hackman, Anthony Hopkins, Hardy Krüger, Laurence Olivier, Ryan O'Neal, Robert Redford, Maximilian Schell, Liv Ullmann",1977,PG,176 min,"Action & Adventure, Classic Movies, Dramas","United States, United Kingdom",This wartime drama details a pivotal day in 1944 when an Allied task force tried to win World War II by seizing control of key bridges in Holland.,s_0081,"Action & Adventure, Classic Movies, Dramas",
s6782,Movie,For the Love of Benji,Joe Camp,"Patsy Garrett, Cynthia Smith, Allen Fiuzat, Ed Nelson, Art Vasil, Peter Bowles, Bridget Armstrong, Mihalis Lambrinos, Dean Goss, Tony Alatis",1977,G,84 min,Children & Family Movies,United States,"Benji and his owner get separated in Greece. On his quest to find them, he's targeted by various bad guys who want to get their hands on him.",s_0082,Children & Family Movies,
s8238,Movie,The Car,Elliot Silverstein,"James Brolin, Kathleen Lloyd, John Marley, R.G. Armstrong, John Rubinstein, Elizabeth Thompson, Roy Jenson, Kim Richards, Kyle Richards",1977,PG,96 min,"Cult Movies, Horror Movies",United States,"In his small Southwestern town, sheriff Wade Parent must find out who — or what — is running people down via a mysterious, driverless black sedan.",s_0083,"Horror Movies, Cult Movies",
s6131,Movie,Amar Akbar Anthony,Manmohan Desai,"Vinod Khanna, Rishi Kapoor, Amitabh Bachchan, Neetu Singh, Parveen Babi, Shabana Azmi, Nirupa Roy, Pran",1977,TV-14,172 min,"Action & Adventure, Classic Movies, Comedies",India,"Abandoned in a park by their father, Amar, Akbar and Anthony grow up independently and have no knowledge of one another. They're reunited as adults when, by coincidence, they all give blood at the same hospital.",s_0084,"Action & Adventure, Comedies, Classic Movies",
s8137,Movie,Swami,Basu Chatterjee,"Shabana Azmi, Girish Karnad, Vikram, Dheeraj Kumar, Shashikala, Utpal Dutt, Preeti Ganguli, Sudha Shivpuri",1977,TV-PG,123 min,"Dramas, Independent Movies, International Movies",India,"After she enters into an arranged marriage, a spirited and intellectual young woman tries to adjust to life with a man who was not her choice.",s_0085,"Dramas, International Movies, Independent Movies",
s5187,Movie,Bandie,Alo Sarkar,"Uttam Kumar, Sulakshana Pandit, Utpal Dutt, Bindu, Amjad Khan, Helen, Indrani Mukherjee, Padma Khanna, Iftekhar",1978,TV-PG,141 min,"Action & Adventure, Dramas, International Movies",India,"Heirless Maharaj Brajbhan leaves his throne to his cousin Vikram, but when Brajbhan's wife, Badi Rani, finally conceives, Vikram plots to destroy her.",s_0086,"Action & Adventure, International Movies, Dramas",
s43,Movie,Jaws 2,Jeannot Szwarc,"Roy Scheider, Lorraine Gary, Murray Hamilton, Joseph Mascolo, Jeffrey Kramer, Collin Wilcox Paxton, Ann Dusenberry, Mark Gruner, Barry Coe, Susan French",1978,PG,116 min,"Dramas, Horror Movies, Thrillers",United States,"Four years after the last deadly shark attacks, police chief Martin Brody fights to protect Amity Island from another killer great white.",s_0087,"Dramas, Thrillers, Horror Movies",
s8304,Movie,The Five Venoms,Cheh Chang,"Philip Kwok, Chien Sun, Sheng Chiang, Feng Lu, Meng Lo, Pai Wei, Lung Wei Wang, Feng Ku, Shu Pei Sun, Sun Chien",1978,R,97 min,"Action & Adventure, Cult Movies, International Movies",Hong Kong,A dying kung fu master sends his last student to track down five former pupils in order to learn which one of them has become evil.,s_0088,"Action & Adventure, International Movies, Cult Movies",
s6285,Movie,Benji's Very Own Christmas Story,Joe Camp,"Ron Moody, Patsy Garrett, Cynthia Smith",1978,TV-G,25 min,Children & Family Movies,United States,"While on a press tour, Benji goes behind the scenes of Santa's workshop. But Santa has a devastating secret, so it's up to Benji to save Christmas.",s_0089,Children & Family Movies,
s6894,Movie,Grease,Randal Kleiser,"John Travolta, Olivia Newton-John, Stockard Channing, Jeff Conaway, Barry Pearl, Michael Tucci, Kelly Ward, Didi Conn, Jamie Donnelly, Dinah Manoff, Eve Arden, Dody Goodman, Sid Caesar, Joan Blondell, Frankie Avalon",1978,PG,110 min,"Classic Movies, Comedies, Music & Musicals",United States,John Travolta and Olivia Newton-John star in this hit musical comedy about a greaser and the good girl he falls for – much to his friends' chagrin.,s_0090,"Comedies, Music & Musicals, Classic Movies",
s8515,Movie,The spiral,Krzysztof Zanussi,"Jan Nowicki, Maja Komorowska, Zofia Kucówna, Aleksander Bardini, Jan Świderski, Seweryna Broniszówna, Piotr Garlicki, Marian Glinka",1978,TV-MA,84 min,"Dramas, Independent Movies, International Movies",Poland,"When an unbearable stranger arrives at a winter mountain resort and vanishes overnight, his dark past comes to light.",s_0091,"Dramas, International Movies, Independent Movies",
s6772,Movie,Flying Guillotine 2,"Kang Cheng, Shan Hua","Feng Ku, Chung Wang, Szu Shih, Lung Ti, Lo Lieh, Szu-Chia Chen",1978,TV-MA,88 min,"Action & Adventure, International Movies",Hong Kong,"The emperor's reign of terror expands. Heroic outlaw Ma Teng joins a squad of female rebels, whose leader is torn between family loyalties.",s_0092,"Action & Adventure, International Movies",
s7368,Movie,Mad Max,George Miller,"Mel Gibson, Joanne Samuel, Hugh Keays-Byrne, Steve Bisley, Tim Burns, Roger Ward, Lisa Aldenhoven, Bertrand Cadart",1979,R,93 min,"Action & Adventure, Classic Movies, Cult Movies","Australia, United States","In a post-apocalyptic future, a malicious gang murders Max's family as an act of retaliation, forcing Max to hit the open road seeking vengeance.",s_0093,"Action & Adventure, Cult Movies, Classic Movies",
s2366,Movie,Alexandria ... Why?,Youssef Chahine,"Naglaa Fathi, Farid Shawqy, Mohsen Mohiedine, Ezzat El Alaili, Abdalla Mahmoud, Youssef Wahby, Yehia Chahine, Laila Fawzy, Mahmoud El Meleigy, Ahmed Zaki, Gerry Sundquist",1979,TV-MA,131 min,"Classic Movies, Dramas, International Movies","Egypt, Algeria","Living in Alexandria during World War II, an Egyptian teen enamored with American films dreams of making it in Hollywood.",s_0094,"Dramas, International Movies, Classic Movies",
s5705,Movie,Richard Pryor: Live in Concert,Jeff Margolis,Richard Pryor,1979,TV-MA,79 min,Stand-Up Comedy,United States,"Richard Pryor's classic 1979 concert film has him discussing a wide range of topics, including race, the police and his favorite target – himself.",s_0095,Stand-Up Comedy,
s6865,Movie,Gol Maal,Hrishikesh Mukherjee,"Amol Palekar, Bindiya Goswami, Deven Verma, Utpal Dutt, Shubha Khote, Manju Singh, Dina Pathak, Pushpa, David Abraham, Asrani",1979,TV-PG,137 min,"Classic Movies, Comedies, International Movies",India,"When circumstances at work compel Ram to pretend to have a twin, his lie works – until the boss wants his daughter to marry Ram’s fictitious brother.",s_0096,"Comedies, International Movies, Classic Movies",
s4553,Movie,Monty Python's Life of Brian,Terry Jones,"Graham Chapman, John Cleese, Terry Gilliam, Eric Idle, Terry Jones, Michael Palin, Terence Bayler, Carol Cleveland",1979,R,94 min,"Classic Movies, Comedies, Cult Movies",United Kingdom,"Born in a stable in Judea, Brian grows up to join a group of anti-Roman zealots, but his fate keeps getting confused with that of a certain carpenter.",s_0097,"Comedies, Cult Movies, Classic Movies",
s2488,Movie,No Longer kids,Samir Al Asfory,"Said Saleh, Hassan Moustafa, Ahmed Zaki, Younes Shalabi, Nadia Shukri, Karima Mokhtar",1979,TV-14,237 min,"Comedies, Dramas, International Movies",Egypt,"Hoping to prevent their father from skipping town with his mistress, four rowdy siblings resort to absurd measures to stop him.",s_0098,"Dramas, Comedies, International Movies",
s7881,Movie,Rocky II,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith, Tony Burton, Joe Spinell, Leonard Gaines, John Pleshette, Sylvia Meals",1979,PG,119 min,"Dramas, Sports Movies",United States,"Featuring a rousing climax, this engaging sequel finds boxer Rocky Balboa returning to the ring for a rematch against reigning champ Apollo Creed.",s_0099,"Dramas, Sports Movies",
s8333,Movie,The Great Gambler,Shakti Samanta,"Amitabh Bachchan, Zeenat Aman, Neetu Singh, Prem Chopra, Utpal Dutt, Madan Puri, Om Shivpuri, Iftekhar, Sujit Kumar, Roopesh Kumar",1979,TV-14,161 min,"Action & Adventure, Classic Movies, Cult Movies",India,"After unwittingly using his skills to obtain military secrets, a gambler is pursued by a police officer who happens to be his doppelgänger.",s_0100,"Action & Adventure, Cult Movies, Classic Movies",
s4862,Movie,Lupin the 3rd: The Castle of Cagliostro: Special Edition,Hayao Miyazaki,"Yasuo Yamada, Kiyoshi Kobayashi, Eiko Masuyama, Makio Inoue, Goro Naya, Sumi Shimamoto, Taro Ishida, Kohei Miyauchi, Ichiro Nagai",1979,PG-13,100 min,"Action & Adventure, Anime Features, Classic Movies",Japan,"Lupin, his sidekick, Jigen, and the samurai warrior Goemon set out to take over an evil counterfeit operation at Count Cagliostro's fortress.",s_0101,"Action & Adventure, Anime Features, Classic Movies",
s7753,Movie,Playing for Time,"Daniel Mann, Joseph Sargent","Vanessa Redgrave, Jane Alexander, Maud Adams, Donna Haley, Robin Bartlett, Marisa Berenson, Will Lee, Verna Bloom, Christine Baranski, Lenore Harris",1980,TV-14,149 min,Dramas,United States,"Captured by Nazis and sent to Auschwitz, a Jewish musician is assigned to soothe other prisoners marching to their deaths in the gas chambers.",s_0102,Dramas,
s8143,Movie,Sword Masters: Two Champions of Shaolin,Cheh Chang,"Meng Lo, Sheng Chiang, Li Wang, Siu-Ho Chin, Feng Lu, Chien Sun, Hsueh-erh Wen, Tai-Ping Yu",1980,R,101 min,"Action & Adventure, International Movies",Hong Kong,"Shaolin warrior Tung Chien-chen is injured in battle against the hated Wu Tang clan, and nursed back to health by a knife-throwing master. As he recovers, Tung learns this deadly art, and also falls in love with his teacher's daughter.",s_0103,"Action & Adventure, International Movies",
